OA,Mixed,Asian,Black,Other,White
E00021714,0.05,0.43,0.08,0.01,0.43
E00021715,0.04,0.51,0.04,0.02,0.39
E00021716,0.03,0.3,0.1,0.03,0.54
E00021717,0.04,0.45,0.08,0.01,0.41
E00021718,0.03,0.29,0.03,0.03,0.62
E00021719,0.02,0.5,0.05,0.03,0.4
E00021722,0.13,0.19,0.15,0.08,0.45
E00021723,0.05,0.34,0.09,0.02,0.5
E00021724,0.08,0.03,0.02,0.02,0.84
E00021725,0.06,0.02,0.03,0.01,0.88
E00021726,0.0,0.47,0.1,0.05,0.38
E00021727,0.05,0.31,0.27,0.01,0.37
E00021728,0.02,0.3,0.13,0.01,0.54
E00021729,0.02,0.39,0.05,0.02,0.53
E00021730,0.04,0.39,0.07,0.02,0.48
E00021731,0.06,0.44,0.07,0.04,0.39
E00021732,0.09,0.35,0.02,0.01,0.53
E00021733,0.02,0.47,0.05,0.03,0.43
E00021734,0.01,0.75,0.07,0.01,0.16
E00021735,0.01,0.8,0.03,0.01,0.15
E00021736,0.02,0.72,0.02,0.02,0.23
E00021737,0.04,0.5,0.03,0.02,0.41
E00021738,0.01,0.76,0.04,0.02,0.17
E00021739,0.04,0.25,0.01,0.04,0.66
E00021740,0.02,0.52,0.11,0.04,0.31
E00021741,0.06,0.17,0.04,0.02,0.71
E00021742,0.06,0.5,0.04,0.03,0.36
E00021743,0.03,0.6,0.05,0.03,0.3
E00021744,0.03,0.34,0.03,0.06,0.53
E00021745,0.03,0.45,0.11,0.03,0.36
E00021746,0.05,0.27,0.02,0.01,0.64
E00021748,0.04,0.6,0.03,0.01,0.32
E00021750,0.02,0.81,0.04,0.01,0.13
E00021752,0.03,0.64,0.09,0.01,0.22
E00021753,0.02,0.62,0.04,0.05,0.26
E00021754,0.05,0.34,0.08,0.05,0.47
E00021755,0.02,0.45,0.02,0.0,0.51
E00021756,0.07,0.18,0.12,0.02,0.61
E00021757,0.02,0.63,0.06,0.02,0.27
E00021758,0.03,0.46,0.03,0.04,0.43
E00021759,0.03,0.7,0.07,0.02,0.18
E00021760,0.03,0.7,0.08,0.03,0.16
E00021761,0.02,0.48,0.05,0.05,0.4
E00021762,0.06,0.56,0.04,0.03,0.3
E00021763,0.03,0.55,0.03,0.03,0.36
E00021764,0.02,0.54,0.02,0.01,0.4
E00021766,0.01,0.77,0.01,0.01,0.2
E00021767,0.05,0.37,0.01,0.06,0.51
E00021768,0.05,0.23,0.22,0.04,0.46
E00021769,0.05,0.11,0.31,0.07,0.45
E00021770,0.04,0.18,0.26,0.02,0.5
E00021772,0.11,0.17,0.24,0.03,0.46
E00021773,0.04,0.2,0.36,0.02,0.39
E00021774,0.06,0.24,0.25,0.02,0.43
E00021775,0.04,0.12,0.26,0.06,0.53
E00021776,0.07,0.2,0.24,0.06,0.42
E00021777,0.02,0.41,0.28,0.01,0.28
E00021778,0.07,0.16,0.28,0.02,0.48
E00021779,0.05,0.23,0.28,0.03,0.41
E00021780,0.07,0.33,0.36,0.03,0.2
E00021781,0.07,0.23,0.31,0.02,0.36
E00021782,0.05,0.21,0.21,0.03,0.5
E00021783,0.06,0.29,0.11,0.03,0.51
E00021784,0.05,0.23,0.39,0.03,0.3
E00021785,0.12,0.13,0.22,0.09,0.45
E00021786,0.1,0.26,0.22,0.02,0.38
E00021787,0.05,0.24,0.25,0.02,0.44
E00021788,0.06,0.26,0.24,0.06,0.38
E00021789,0.06,0.32,0.13,0.06,0.43
E00021790,0.08,0.27,0.17,0.06,0.42
E00021791,0.11,0.15,0.47,0.06,0.22
E00021792,0.06,0.16,0.2,0.01,0.57
E00021793,0.06,0.17,0.31,0.06,0.4
E00021794,0.09,0.13,0.29,0.03,0.46
E00021795,0.1,0.17,0.36,0.11,0.26
E00021796,0.07,0.21,0.24,0.06,0.43
E00021797,0.05,0.26,0.27,0.02,0.4
E00021798,0.05,0.16,0.34,0.02,0.43
E00021799,0.08,0.17,0.32,0.04,0.4
E00021800,0.04,0.25,0.25,0.06,0.4
E00021801,0.06,0.12,0.27,0.02,0.54
E00021802,0.03,0.14,0.29,0.0,0.53
E00021803,0.03,0.17,0.21,0.01,0.59
E00021804,0.06,0.19,0.25,0.02,0.48
E00021805,0.13,0.16,0.28,0.1,0.34
E00021807,0.05,0.31,0.16,0.04,0.45
E00021808,0.07,0.34,0.16,0.05,0.39
E00021809,0.05,0.27,0.22,0.11,0.34
E00021810,0.05,0.22,0.24,0.04,0.45
E00021811,0.05,0.16,0.14,0.12,0.54
E00021812,0.02,0.2,0.21,0.09,0.48
E00021813,0.05,0.27,0.1,0.04,0.54
E00021814,0.05,0.25,0.31,0.04,0.36
E00021815,0.06,0.17,0.26,0.09,0.42
E00021816,0.09,0.15,0.31,0.03,0.42
E00021817,0.05,0.27,0.17,0.02,0.49
E00021818,0.04,0.17,0.4,0.04,0.35
E00021819,0.13,0.11,0.44,0.03,0.28
E00021820,0.08,0.13,0.49,0.01,0.29
E00021821,0.05,0.45,0.21,0.02,0.27
E00021822,0.08,0.15,0.18,0.04,0.55
E00021823,0.04,0.46,0.19,0.03,0.29
E00021824,0.03,0.34,0.22,0.01,0.41
E00021825,0.04,0.32,0.19,0.04,0.41
E00021826,0.06,0.18,0.16,0.05,0.55
E00021827,0.07,0.21,0.42,0.01,0.28
E00021828,0.04,0.43,0.24,0.03,0.27
E00021829,0.03,0.3,0.18,0.07,0.42
E00021830,0.1,0.18,0.38,0.07,0.28
E00021831,0.14,0.19,0.14,0.02,0.51
E00021832,0.02,0.25,0.21,0.08,0.44
E00021833,0.04,0.2,0.49,0.05,0.22
E00021834,0.06,0.28,0.19,0.04,0.43
E00021835,0.04,0.25,0.21,0.01,0.5
E00021836,0.04,0.25,0.36,0.06,0.29
E00021837,0.05,0.37,0.18,0.07,0.33
E00021838,0.05,0.17,0.32,0.09,0.36
E00021839,0.07,0.12,0.13,0.06,0.63
E00021840,0.06,0.08,0.15,0.04,0.68
E00021841,0.08,0.3,0.31,0.01,0.29
E00021842,0.05,0.11,0.21,0.03,0.61
E00021843,0.05,0.13,0.29,0.02,0.51
E00021844,0.08,0.19,0.21,0.03,0.5
E00021845,0.05,0.17,0.22,0.03,0.54
E00021846,0.06,0.12,0.26,0.02,0.54
E00021847,0.07,0.29,0.1,0.02,0.52
E00021848,0.1,0.19,0.29,0.07,0.35
E00021849,0.05,0.28,0.2,0.01,0.46
E00021850,0.05,0.34,0.1,0.06,0.46
E00021851,0.13,0.04,0.08,0.02,0.73
E00021852,0.08,0.15,0.24,0.04,0.48
E00021853,0.08,0.18,0.33,0.04,0.38
E00021854,0.05,0.18,0.07,0.02,0.69
E00021855,0.06,0.24,0.2,0.02,0.48
E00021856,0.06,0.25,0.16,0.04,0.48
E00021857,0.04,0.23,0.26,0.08,0.4
E00021858,0.04,0.11,0.17,0.1,0.58
E00021859,0.07,0.22,0.18,0.07,0.46
E00021860,0.07,0.18,0.14,0.0,0.61
E00021861,0.03,0.2,0.15,0.04,0.58
E00021862,0.05,0.09,0.2,0.04,0.62
E00021863,0.11,0.17,0.23,0.06,0.43
E00021864,0.08,0.12,0.23,0.06,0.5
E00021865,0.07,0.11,0.08,0.02,0.72
E00021866,0.05,0.13,0.19,0.01,0.62
E00021867,0.05,0.21,0.29,0.02,0.43
E00021868,0.09,0.27,0.2,0.03,0.41
E00021869,0.05,0.25,0.17,0.02,0.51
E00021870,0.08,0.14,0.13,0.02,0.62
E00021871,0.16,0.12,0.24,0.03,0.45
E00021873,0.04,0.26,0.12,0.12,0.47
E00021874,0.04,0.26,0.19,0.03,0.48
E00021875,0.06,0.08,0.19,0.02,0.64
E00021876,0.01,0.04,0.04,0.01,0.89
E00021878,0.02,0.03,0.07,0.02,0.85
E00021879,0.03,0.03,0.03,0.01,0.91
E00021880,0.06,0.02,0.03,0.0,0.88
E00021881,0.03,0.06,0.02,0.01,0.89
E00021882,0.08,0.05,0.09,0.03,0.75
E00021883,0.02,0.01,0.01,0.02,0.94
E00021884,0.05,0.06,0.05,0.02,0.82
E00021885,0.06,0.06,0.06,0.03,0.79
E00021886,0.03,0.02,0.04,0.02,0.9
E00021887,0.01,0.01,0.0,0.0,0.98
E00021888,0.0,0.01,0.01,0.0,0.97
E00021889,0.06,0.07,0.04,0.02,0.83
E00021890,0.03,0.02,0.03,0.01,0.9
E00021891,0.04,0.03,0.03,0.0,0.89
E00021892,0.06,0.02,0.0,0.01,0.91
E00021893,0.06,0.07,0.08,0.01,0.79
E00021894,0.04,0.02,0.02,0.0,0.92
E00021895,0.05,0.08,0.02,0.02,0.82
E00021896,0.01,0.04,0.0,0.02,0.93
E00021897,0.02,0.02,0.06,0.03,0.88
E00021898,0.05,0.1,0.14,0.03,0.69
E00021899,0.01,0.03,0.02,0.0,0.92
E00021900,0.07,0.07,0.08,0.01,0.77
E00021901,0.04,0.02,0.02,0.01,0.9
E00021902,0.04,0.0,0.05,0.01,0.9
E00021903,0.04,0.04,0.08,0.03,0.81
E00021904,0.08,0.03,0.08,0.0,0.8
E00021905,0.05,0.12,0.1,0.02,0.71
E00021906,0.02,0.04,0.14,0.01,0.8
E00021907,0.0,0.0,0.05,0.01,0.94
E00021908,0.04,0.1,0.05,0.03,0.78
E00021909,0.03,0.09,0.1,0.05,0.73
E00021910,0.05,0.09,0.1,0.05,0.72
E00021911,0.02,0.16,0.26,0.01,0.55
E00021912,0.03,0.04,0.09,0.02,0.83
E00021913,0.04,0.04,0.1,0.01,0.81
E00021914,0.03,0.09,0.06,0.05,0.76
E00021915,0.02,0.06,0.04,0.02,0.86
E00021916,0.02,0.03,0.06,0.01,0.89
E00021917,0.03,0.13,0.09,0.03,0.72
E00021918,0.07,0.05,0.09,0.01,0.78
E00021919,0.06,0.17,0.16,0.01,0.61
E00021920,0.04,0.04,0.05,0.02,0.85
E00021921,0.06,0.03,0.03,0.02,0.86
E00021922,0.02,0.03,0.03,0.01,0.9
E00021923,0.04,0.02,0.03,0.0,0.91
E00021924,0.06,0.06,0.08,0.04,0.77
E00021925,0.02,0.1,0.11,0.01,0.76
E00021926,0.06,0.15,0.2,0.02,0.57
E00021927,0.07,0.03,0.04,0.0,0.84
E00021928,0.01,0.06,0.06,0.03,0.85
E00021929,0.02,0.05,0.04,0.02,0.88
E00021930,0.09,0.11,0.1,0.03,0.67
E00021931,0.05,0.08,0.05,0.05,0.78
E00021932,0.09,0.12,0.14,0.0,0.65
E00021933,0.03,0.11,0.03,0.03,0.81
E00021934,0.02,0.04,0.04,0.05,0.84
E00021935,0.05,0.01,0.06,0.02,0.85
E00021936,0.04,0.02,0.08,0.01,0.85
E00021937,0.05,0.09,0.11,0.03,0.73
E00021938,0.06,0.09,0.07,0.03,0.77
E00021939,0.06,0.05,0.06,0.03,0.81
E00021940,0.03,0.05,0.02,0.02,0.88
E00021941,0.04,0.15,0.15,0.07,0.6
E00021942,0.06,0.39,0.08,0.02,0.45
E00021943,0.06,0.35,0.13,0.05,0.42
E00021944,0.04,0.46,0.13,0.04,0.33
E00021945,0.04,0.19,0.13,0.04,0.6
E00021946,0.01,0.63,0.07,0.04,0.24
E00021947,0.03,0.15,0.09,0.05,0.68
E00021949,0.03,0.38,0.22,0.04,0.34
E00021950,0.07,0.17,0.13,0.04,0.58
E00021951,0.07,0.13,0.2,0.02,0.58
E00021952,0.07,0.17,0.22,0.06,0.48
E00021953,0.07,0.17,0.08,0.06,0.62
E00021954,0.05,0.42,0.16,0.02,0.36
E00021955,0.04,0.43,0.16,0.04,0.34
E00021956,0.02,0.33,0.19,0.04,0.42
E00021957,0.05,0.35,0.15,0.04,0.41
E00021958,0.02,0.4,0.2,0.02,0.36
E00021959,0.03,0.52,0.08,0.03,0.33
E00021960,0.03,0.42,0.16,0.02,0.36
E00021961,0.04,0.37,0.22,0.04,0.34
E00021962,0.04,0.21,0.19,0.01,0.55
E00021963,0.02,0.28,0.16,0.08,0.46
E00021964,0.08,0.23,0.1,0.02,0.58
E00021965,0.05,0.34,0.15,0.05,0.41
E00021966,0.02,0.46,0.18,0.05,0.3
E00021967,0.04,0.12,0.12,0.06,0.66
E00021969,0.03,0.43,0.09,0.02,0.43
E00021970,0.04,0.31,0.25,0.06,0.34
E00021971,0.04,0.42,0.22,0.06,0.27
E00021972,0.06,0.21,0.29,0.08,0.35
E00021973,0.07,0.21,0.12,0.03,0.57
E00021974,0.05,0.12,0.19,0.02,0.63
E00021975,0.05,0.33,0.12,0.01,0.48
E00021976,0.03,0.38,0.1,0.06,0.44
E00021977,0.06,0.26,0.13,0.02,0.53
E00021978,0.05,0.31,0.21,0.04,0.39
E00021979,0.04,0.22,0.15,0.03,0.56
E00021980,0.05,0.31,0.15,0.06,0.43
E00021981,0.04,0.41,0.13,0.06,0.37
E00021982,0.03,0.28,0.14,0.02,0.53
E00021983,0.07,0.44,0.13,0.05,0.31
E00021984,0.06,0.32,0.16,0.06,0.39
E00021985,0.03,0.46,0.11,0.04,0.36
E00021986,0.02,0.52,0.1,0.03,0.34
E00021987,0.08,0.38,0.09,0.07,0.39
E00021988,0.06,0.31,0.13,0.04,0.46
E00021989,0.1,0.22,0.13,0.06,0.5
E00021990,0.02,0.26,0.25,0.08,0.4
E00021991,0.03,0.23,0.14,0.1,0.5
E00021992,0.04,0.22,0.25,0.02,0.46
E00021993,0.09,0.24,0.15,0.02,0.5
E00021994,0.07,0.11,0.17,0.05,0.6
E00021995,0.05,0.16,0.24,0.04,0.52
E00021996,0.03,0.21,0.15,0.04,0.56
E00021997,0.05,0.32,0.14,0.07,0.43
E00021998,0.04,0.25,0.2,0.06,0.44
E00021999,0.07,0.31,0.18,0.03,0.42
E00022000,0.07,0.19,0.2,0.06,0.48
E00022001,0.04,0.18,0.19,0.05,0.54
E00022002,0.06,0.16,0.15,0.03,0.6
E00022003,0.07,0.27,0.17,0.04,0.45
E00022004,0.03,0.05,0.18,0.24,0.49
E00022005,0.04,0.33,0.18,0.05,0.41
E00022006,0.1,0.35,0.14,0.06,0.35
E00022007,0.07,0.19,0.13,0.02,0.6
E00022008,0.04,0.27,0.25,0.04,0.39
E00022009,0.04,0.24,0.17,0.02,0.53
E00022010,0.06,0.18,0.17,0.04,0.56
E00022011,0.07,0.29,0.12,0.06,0.45
E00022012,0.04,0.18,0.1,0.03,0.65
E00022013,0.05,0.16,0.13,0.01,0.64
E00022014,0.09,0.19,0.2,0.05,0.47
E00022015,0.05,0.11,0.1,0.02,0.72
E00022016,0.05,0.02,0.12,0.01,0.81
E00022017,0.06,0.09,0.09,0.02,0.74
E00022018,0.05,0.11,0.18,0.03,0.63
E00022019,0.05,0.1,0.08,0.06,0.72
E00022020,0.04,0.14,0.02,0.0,0.8
E00022021,0.05,0.1,0.13,0.02,0.71
E00022022,0.03,0.18,0.17,0.03,0.59
E00022023,0.04,0.12,0.1,0.03,0.72
E00022024,0.05,0.09,0.04,0.02,0.81
E00022025,0.06,0.03,0.08,0.0,0.83
E00022026,0.05,0.07,0.04,0.06,0.78
E00022027,0.06,0.05,0.09,0.03,0.78
E00022028,0.06,0.23,0.1,0.01,0.59
E00022029,0.06,0.12,0.06,0.02,0.73
E00022030,0.1,0.03,0.07,0.01,0.8
E00022031,0.07,0.17,0.23,0.02,0.51
E00022032,0.07,0.19,0.2,0.02,0.53
E00022033,0.05,0.17,0.21,0.05,0.52
E00022034,0.08,0.13,0.15,0.0,0.64
E00022035,0.06,0.12,0.16,0.04,0.62
E00022036,0.04,0.07,0.05,0.03,0.81
E00022037,0.08,0.15,0.1,0.02,0.66
E00022038,0.03,0.07,0.1,0.01,0.79
E00022039,0.03,0.09,0.07,0.03,0.78
E00022040,0.12,0.08,0.06,0.01,0.73
E00022041,0.06,0.16,0.31,0.08,0.39
E00022042,0.06,0.1,0.36,0.05,0.43
E00022043,0.02,0.02,0.05,0.02,0.89
E00022044,0.03,0.06,0.01,0.02,0.87
E00022045,0.07,0.08,0.18,0.05,0.63
E00022046,0.05,0.09,0.1,0.03,0.74
E00022047,0.03,0.06,0.03,0.03,0.84
E00022048,0.07,0.04,0.12,0.01,0.77
E00022049,0.03,0.06,0.11,0.01,0.79
E00022050,0.04,0.09,0.05,0.03,0.79
E00022051,0.06,0.13,0.07,0.03,0.7
E00022052,0.03,0.02,0.11,0.01,0.82
E00022053,0.06,0.12,0.22,0.03,0.57
E00022054,0.05,0.06,0.04,0.02,0.85
E00022055,0.02,0.01,0.01,0.0,0.95
E00022056,0.04,0.09,0.04,0.05,0.77
E00022057,0.08,0.11,0.13,0.01,0.67
E00022058,0.03,0.08,0.09,0.02,0.78
E00022059,0.0,0.1,0.07,0.01,0.83
E00022060,0.04,0.08,0.11,0.01,0.76
E00022061,0.02,0.01,0.03,0.02,0.92
E00022062,0.05,0.06,0.08,0.04,0.78
E00022063,0.04,0.11,0.11,0.05,0.69
E00022064,0.03,0.07,0.06,0.02,0.82
E00022065,0.04,0.06,0.07,0.04,0.79
E00022066,0.06,0.06,0.18,0.01,0.69
E00022067,0.06,0.04,0.07,0.03,0.79
E00022068,0.07,0.07,0.12,0.01,0.73
E00022069,0.09,0.08,0.17,0.0,0.66
E00022070,0.05,0.0,0.05,0.02,0.88
E00022071,0.05,0.1,0.07,0.01,0.76
E00022072,0.02,0.07,0.04,0.02,0.86
E00022073,0.1,0.07,0.15,0.04,0.63
E00022074,0.01,0.04,0.03,0.02,0.9
E00022075,0.04,0.05,0.06,0.01,0.83
E00022076,0.06,0.06,0.05,0.02,0.81
E00022077,0.06,0.26,0.11,0.02,0.54
E00022078,0.05,0.34,0.22,0.02,0.37
E00022079,0.08,0.2,0.13,0.03,0.57
E00022080,0.03,0.47,0.06,0.03,0.41
E00022082,0.04,0.27,0.2,0.02,0.49
E00022083,0.05,0.2,0.14,0.06,0.54
E00022084,0.06,0.2,0.2,0.05,0.49
E00022085,0.04,0.12,0.1,0.03,0.71
E00022086,0.05,0.39,0.16,0.02,0.39
E00022087,0.03,0.36,0.12,0.07,0.42
E00022088,0.06,0.27,0.17,0.05,0.46
E00022089,0.07,0.27,0.14,0.01,0.5
E00022090,0.05,0.14,0.16,0.05,0.59
E00022091,0.04,0.32,0.1,0.04,0.51
E00022092,0.05,0.36,0.18,0.06,0.36
E00022093,0.04,0.18,0.19,0.03,0.55
E00022094,0.03,0.26,0.26,0.04,0.41
E00022095,0.09,0.22,0.25,0.08,0.36
E00022096,0.06,0.28,0.08,0.01,0.56
E00022097,0.03,0.19,0.09,0.03,0.65
E00022098,0.02,0.09,0.09,0.12,0.67
E00022099,0.02,0.43,0.09,0.06,0.4
E00022100,0.02,0.38,0.1,0.04,0.45
E00022101,0.09,0.22,0.07,0.05,0.56
E00022102,0.05,0.31,0.12,0.03,0.49
E00022103,0.03,0.24,0.08,0.02,0.62
E00022104,0.09,0.23,0.2,0.05,0.43
E00022106,0.04,0.15,0.09,0.05,0.67
E00022107,0.04,0.49,0.12,0.03,0.34
E00022108,0.07,0.11,0.13,0.03,0.66
E00022109,0.04,0.09,0.15,0.05,0.68
E00022110,0.05,0.41,0.11,0.03,0.4
E00022111,0.04,0.1,0.08,0.04,0.74
E00022112,0.06,0.39,0.14,0.06,0.34
E00022113,0.04,0.21,0.1,0.04,0.59
E00022114,0.07,0.37,0.12,0.05,0.4
E00022115,0.06,0.05,0.07,0.05,0.77
E00022116,0.04,0.2,0.21,0.04,0.51
E00022117,0.03,0.23,0.21,0.08,0.43
E00022118,0.07,0.1,0.26,0.04,0.53
E00022119,0.07,0.26,0.2,0.02,0.44
E00022120,0.03,0.22,0.24,0.03,0.48
E00022121,0.05,0.17,0.15,0.02,0.61
E00022122,0.04,0.1,0.21,0.04,0.61
E00022123,0.08,0.15,0.19,0.07,0.5
E00022124,0.07,0.2,0.28,0.06,0.4
E00022125,0.06,0.14,0.26,0.04,0.51
E00022127,0.07,0.18,0.24,0.03,0.48
E00022128,0.04,0.26,0.2,0.04,0.46
E00022129,0.07,0.21,0.25,0.05,0.43
E00022130,0.06,0.33,0.27,0.04,0.3
E00022131,0.05,0.23,0.32,0.01,0.4
E00022132,0.04,0.17,0.24,0.04,0.51
E00022133,0.07,0.33,0.18,0.01,0.4
E00022134,0.06,0.2,0.23,0.02,0.5
E00022135,0.06,0.25,0.32,0.02,0.36
E00022136,0.03,0.2,0.2,0.03,0.54
E00022137,0.07,0.18,0.16,0.05,0.54
E00022138,0.03,0.09,0.32,0.05,0.51
E00022139,0.06,0.21,0.12,0.08,0.52
E00022140,0.1,0.18,0.22,0.08,0.43
E00022141,0.06,0.23,0.27,0.05,0.38
E00022142,0.06,0.14,0.21,0.05,0.54
E00022143,0.07,0.13,0.14,0.01,0.65
E00022144,0.05,0.21,0.11,0.04,0.59
E00022145,0.04,0.27,0.31,0.03,0.36
E00022146,0.06,0.18,0.15,0.02,0.59
E00022147,0.04,0.13,0.2,0.04,0.58
E00022148,0.04,0.22,0.21,0.04,0.49
E00022149,0.06,0.21,0.16,0.04,0.52
E00022150,0.05,0.34,0.24,0.08,0.3
E00022151,0.1,0.15,0.33,0.01,0.42
E00022152,0.03,0.1,0.2,0.07,0.6
E00022153,0.06,0.36,0.11,0.08,0.38
E00022154,0.05,0.27,0.09,0.03,0.57
E00022155,0.06,0.19,0.19,0.04,0.52
E00022156,0.06,0.31,0.12,0.02,0.48
E00022158,0.04,0.15,0.1,0.04,0.66
E00022159,0.09,0.15,0.21,0.07,0.47
E00022160,0.06,0.06,0.13,0.02,0.74
E00022161,0.08,0.12,0.18,0.02,0.6
E00022162,0.06,0.28,0.11,0.06,0.48
E00022163,0.05,0.15,0.07,0.06,0.67
E00022164,0.07,0.24,0.22,0.06,0.4
E00022165,0.07,0.13,0.07,0.02,0.72
E00022166,0.1,0.36,0.12,0.03,0.4
E00022167,0.05,0.17,0.22,0.07,0.49
E00022168,0.05,0.3,0.2,0.06,0.39
E00022169,0.03,0.32,0.14,0.07,0.44
E00022170,0.04,0.3,0.14,0.03,0.49
E00022171,0.04,0.39,0.14,0.01,0.42
E00022172,0.05,0.29,0.09,0.04,0.54
E00022173,0.06,0.24,0.23,0.02,0.45
E00022174,0.08,0.15,0.38,0.04,0.34
E00022175,0.04,0.11,0.16,0.02,0.67
E00022176,0.03,0.19,0.1,0.02,0.65
E00022177,0.04,0.29,0.11,0.04,0.52
E00022178,0.1,0.16,0.21,0.05,0.49
E00022181,0.03,0.21,0.1,0.03,0.63
E00022182,0.05,0.15,0.13,0.05,0.61
E00022183,0.04,0.33,0.06,0.05,0.52
E00022184,0.06,0.36,0.09,0.03,0.46
E00022185,0.1,0.25,0.13,0.02,0.52
E00022186,0.03,0.09,0.15,0.07,0.67
E00022187,0.04,0.27,0.14,0.04,0.51
E00022188,0.04,0.09,0.24,0.02,0.61
E00022189,0.06,0.27,0.1,0.03,0.54
E00022190,0.06,0.14,0.16,0.03,0.6
E00022191,0.04,0.23,0.13,0.01,0.58
E00022192,0.02,0.39,0.15,0.04,0.4
E00022193,0.04,0.07,0.09,0.04,0.77
E00022194,0.08,0.13,0.09,0.02,0.68
E00022195,0.03,0.2,0.11,0.03,0.63
E00022196,0.03,0.08,0.06,0.02,0.8
E00022197,0.05,0.09,0.07,0.02,0.77
E00022198,0.04,0.02,0.16,0.03,0.75
E00022199,0.1,0.12,0.16,0.06,0.55
E00022200,0.05,0.1,0.16,0.02,0.68
E00022201,0.05,0.17,0.13,0.04,0.61
E00022202,0.07,0.12,0.03,0.03,0.76
E00022203,0.04,0.06,0.08,0.01,0.81
E00022204,0.02,0.04,0.08,0.0,0.86
E00022205,0.04,0.07,0.13,0.02,0.74
E00022206,0.04,0.09,0.14,0.02,0.71
E00022207,0.03,0.12,0.16,0.06,0.62
E00022208,0.08,0.05,0.12,0.02,0.73
E00022209,0.06,0.14,0.08,0.07,0.65
E00022210,0.04,0.07,0.14,0.03,0.73
E00022211,0.06,0.08,0.12,0.01,0.73
E00022212,0.08,0.11,0.1,0.08,0.63
E00022213,0.04,0.07,0.13,0.01,0.75
E00022214,0.09,0.04,0.19,0.0,0.68
E00022215,0.06,0.06,0.11,0.01,0.75
E00022216,0.06,0.15,0.2,0.04,0.56
E00022217,0.05,0.1,0.17,0.03,0.65
E00022218,0.04,0.11,0.11,0.04,0.69
E00022219,0.08,0.16,0.12,0.04,0.6
E00022220,0.06,0.12,0.17,0.04,0.61
E00022221,0.05,0.23,0.24,0.05,0.42
E00022222,0.02,0.2,0.15,0.08,0.54
E00022223,0.04,0.09,0.09,0.05,0.73
E00022224,0.05,0.06,0.07,0.01,0.81
E00022225,0.06,0.08,0.11,0.03,0.72
E00022226,0.06,0.02,0.13,0.04,0.75
E00022227,0.04,0.15,0.07,0.01,0.73
E00022228,0.06,0.39,0.22,0.07,0.25
E00022229,0.03,0.39,0.21,0.06,0.31
E00022230,0.04,0.33,0.23,0.05,0.36
E00022231,0.07,0.34,0.32,0.04,0.23
E00022232,0.08,0.29,0.17,0.07,0.39
E00022233,0.1,0.14,0.3,0.07,0.4
E00022234,0.04,0.49,0.2,0.06,0.21
E00022235,0.06,0.16,0.28,0.03,0.46
E00022236,0.03,0.38,0.2,0.09,0.3
E00022237,0.04,0.4,0.25,0.02,0.3
E00022238,0.09,0.15,0.2,0.05,0.51
E00022239,0.05,0.21,0.19,0.06,0.5
E00022240,0.07,0.19,0.33,0.05,0.37
E00022241,0.04,0.22,0.32,0.05,0.37
E00022242,0.07,0.19,0.3,0.08,0.38
E00022243,0.06,0.11,0.24,0.05,0.54
E00022244,0.04,0.34,0.19,0.05,0.38
E00022245,0.04,0.28,0.24,0.05,0.39
E00022246,0.06,0.29,0.26,0.02,0.36
E00022247,0.07,0.26,0.27,0.05,0.36
E00022248,0.05,0.21,0.27,0.05,0.41
E00022249,0.07,0.18,0.3,0.03,0.43
E00022250,0.02,0.28,0.22,0.05,0.44
E00022251,0.06,0.09,0.29,0.06,0.51
E00022252,0.04,0.25,0.29,0.05,0.37
E00022253,0.03,0.37,0.24,0.03,0.31
E00022254,0.08,0.31,0.36,0.06,0.18
E00022255,0.04,0.12,0.27,0.07,0.49
E00022256,0.07,0.18,0.26,0.04,0.44
E00022257,0.07,0.13,0.24,0.11,0.45
E00022258,0.04,0.34,0.17,0.02,0.43
E00022259,0.03,0.49,0.19,0.04,0.24
E00022260,0.03,0.41,0.19,0.05,0.32
E00022261,0.03,0.46,0.2,0.06,0.26
E00022262,0.04,0.34,0.25,0.06,0.3
E00022263,0.07,0.17,0.28,0.03,0.46
E00022264,0.07,0.48,0.13,0.06,0.25
E00022265,0.04,0.54,0.17,0.03,0.22
E00022266,0.04,0.31,0.3,0.06,0.28
E00022267,0.03,0.52,0.16,0.06,0.24
E00022268,0.11,0.21,0.21,0.07,0.41
E00022269,0.03,0.24,0.26,0.05,0.42
E00022270,0.1,0.09,0.43,0.05,0.33
E00022271,0.05,0.32,0.28,0.01,0.34
E00022272,0.07,0.21,0.37,0.03,0.31
E00022273,0.04,0.42,0.19,0.04,0.31
E00022274,0.06,0.27,0.34,0.06,0.26
E00022275,0.07,0.26,0.26,0.06,0.35
E00022276,0.05,0.26,0.15,0.05,0.49
E00022277,0.06,0.25,0.2,0.05,0.44
E00022278,0.03,0.42,0.17,0.03,0.35
E00022279,0.05,0.29,0.16,0.05,0.44
E00022280,0.03,0.37,0.24,0.05,0.31
E00022281,0.05,0.42,0.22,0.06,0.24
E00022287,0.04,0.18,0.4,0.13,0.24
E00022288,0.02,0.37,0.2,0.01,0.4
E00022289,0.03,0.25,0.27,0.08,0.37
E00022290,0.05,0.21,0.42,0.04,0.28
E00022291,0.06,0.29,0.18,0.06,0.42
E00022292,0.05,0.23,0.24,0.02,0.44
E00022293,0.04,0.19,0.25,0.06,0.47
E00022294,0.06,0.26,0.24,0.01,0.43
E00022295,0.04,0.26,0.22,0.03,0.46
